Question,Answer
What is the IMDB Rating of Amadeus?,"The IMDB Rating of Amadeus is 8.3. Summary: The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him."
What is the Runtime of Amadeus?,"The Runtime of Amadeus is 160. Summary: The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him."
What is the Genre of Scarface?,"Scarface is of Crime, Drama genre. Summary: In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
Who is the Director of Scarface?,"The Director of Scarface is Brian De Palma. Summary: In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
What is the IMDB Rating of Scarface?,"The IMDB Rating of Scarface is 8.3. Summary: In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
What is the Runtime of Scarface?,"The Runtime of Scarface is 170. Summary: In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
What is the Genre of Star Wars: Episode VI - Return of the Jedi?,"Star Wars: Episode VI - Return of the Jedi is of Action, Adventure, Fantasy genre. Summary: After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."
Who is the Director of Star Wars: Episode VI - Return of the Jedi?,"The Director of Star Wars: Episode VI - Return of the Jedi is Richard Marquand. Summary: After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."
What is the IMDB Rating of Star Wars: Episode VI - Return of the Jedi?,"The IMDB Rating of Star Wars: Episode VI - Return of the Jedi is 8.3. Summary: After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."
What is the Runtime of Star Wars: Episode VI - Return of the Jedi?,"The Runtime of Star Wars: Episode VI - Return of the Jedi is 131. Summary: After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."
What is the Genre of Das Boot?,"Das Boot is of Adventure, Drama, Thriller genre. Summary: The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror."
Who is the Director of Das Boot?,"The Director of Das Boot is Wolfgang Petersen. Summary: The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror."
What is the IMDB Rating of Das Boot?,"The IMDB Rating of Das Boot is 8.3. Summary: The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror."
What is the Runtime of Das Boot?,"The Runtime of Das Boot is 149. Summary: The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror."
What is the Genre of Taxi Driver?,"Taxi Driver is of Crime, Drama genre. Summary: A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute."
Who is the Director of Taxi Driver?,"The Director of Taxi Driver is Martin Scorsese. Summary: A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute."
What is the IMDB Rating of Taxi Driver?,"The IMDB Rating of Taxi Driver is 8.3. Summary: A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute."
What is the Runtime of Taxi Driver?,"The Runtime of Taxi Driver is 114. Summary: A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute."
What is the Genre of The Sting?,"The Sting is of Comedy, Crime, Drama genre. Summary: Two grifters team up to pull off the ultimate con."
Who is the Director of The Sting?,The Director of The Sting is George Roy Hill. Summary: Two grifters team up to pull off the ultimate con.
What is the IMDB Rating of The Sting?,The IMDB Rating of The Sting is 8.3. Summary: Two grifters team up to pull off the ultimate con.
What is the Runtime of The Sting?,The Runtime of The Sting is 129. Summary: Two grifters team up to pull off the ultimate con.
What is the Genre of A Clockwork Orange?,"A Clockwork Orange is of Crime, Drama, Sci-Fi genre. Summary: In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
Who is the Director of A Clockwork Orange?,"The Director of A Clockwork Orange is Stanley Kubrick. Summary: In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
What is the IMDB Rating of A Clockwork Orange?,"The IMDB Rating of A Clockwork Orange is 8.3. Summary: In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
What is the Runtime of A Clockwork Orange?,"The Runtime of A Clockwork Orange is 136. Summary: In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
What is the Genre of 2001: A Space Odyssey?,"2001: A Space Odyssey is of Adventure, Sci-Fi genre. Summary: After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000."
Who is the Director of 2001: A Space Odyssey?,"The Director of 2001: A Space Odyssey is Stanley Kubrick. Summary: After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000."
What is the IMDB Rating of 2001: A Space Odyssey?,"The IMDB Rating of 2001: A Space Odyssey is 8.3. Summary: After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000."
What is the Runtime of 2001: A Space Odyssey?,"The Runtime of 2001: A Space Odyssey is 149. Summary: After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000."
What is the Genre of Per qualche dollaro in più?,Per qualche dollaro in più is of Western genre. Summary: Two bounty hunters with the same intentions team up to track down a Western outlaw.
Who is the Director of Per qualche dollaro in più?,The Director of Per qualche dollaro in più is Sergio Leone. Summary: Two bounty hunters with the same intentions team up to track down a Western outlaw.
What is the IMDB Rating of Per qualche dollaro in più?,The IMDB Rating of Per qualche dollaro in più is 8.3. Summary: Two bounty hunters with the same intentions team up to track down a Western outlaw.
What is the Runtime of Per qualche dollaro in più?,The Runtime of Per qualche dollaro in più is 132. Summary: Two bounty hunters with the same intentions team up to track down a Western outlaw.
What is the Genre of Lawrence of Arabia?,"Lawrence of Arabia is of Adventure, Biography, Drama genre. Summary: The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
Who is the Director of Lawrence of Arabia?,"The Director of Lawrence of Arabia is David Lean. Summary: The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
